flatmates_id,url,suburb,city,price,price_includes_bills,rooms_available,house_type,bedroom_count,bathroom_count,people_count,date
P974032,/share-house-sydney-east-lindfield-2070-P974032,East Lindfield,Sydney,380,False,1,Share House,2,1,1,03-06-2023
P1353321,/share-house-sydney-marsfield-2122-P1353321,Marsfield,Sydney,400,False,1,Share House,3,2,1,03-06-2023
P1315859,/share-house-sydney-leichhardt-2040-P1315859,Leichhardt,Sydney,330,True,1,Share House,4,2,5,03-06-2023
P1367048,/granny-flat-sydney-rockdale-2216-P1367048,Rockdale,Sydney,500,True,1,Granny Flat for rent,1,1,0,03-06-2023
P1370627,/share-house-sydney-haymarket-2000-P1370627,Haymarket,Sydney,550,True,1,Flatshare,3,2,4,03-06-2023
P880947,/share-house-sydney-wolli-creek-2205-P880947,Wolli Creek,Sydney,400,True,1,Flatshare,3,1,3,03-06-2023
P1271843,/share-house-sydney-waterloo-2017-P1271843,Waterloo,Sydney,425,True,1,Flatshare,2,2,1,03-06-2023
P1314080,/share-house-sydney-chiswick-2046-P1314080,Chiswick,Sydney,450,True,1,Share House,2,1,1,03-06-2023
P1211481,/share-house-sydney-maroubra-2035-P1211481,Maroubra,Sydney,295,False,1,Share House,4,2,5,03-06-2023
P1370658,/share-house-sydney-ultimo-2007-P1370658,Ultimo,Sydney,450,True,1,Flatshare,3,2,3,03-06-2023
P1343739,/share-house-sydney-st-peters-2044-P1343739,St Peters,Sydney,375,False,1,Flatshare,2,2,2,03-06-2023
P1370651,/share-house-sydney-darlington-2008-P1370651,Darlington,Sydney,310,False,1,Share House,3,1,3,03-06-2023
P1370649,/share-house-sydney-ultimo-2007-P1370649,Ultimo,Sydney,580,True,1,Flatshare,3,2,3,03-06-2023
P1256924,/share-house-sydney-mascot-2020-P1256924,Mascot,Sydney,650,True,1,Flatshare,3,2,2,03-06-2023
P1008502,/share-house-sydney-glebe-2037-P1008502,Glebe,Sydney,590,True,1,Share House,4,3,3,03-06-2023
P1291583,/share-house-sydney-bardwell-valley-2207-P1291583,Bardwell Valley,Sydney,420,False,1,Share House,3,1,3,03-06-2023
P1370616,/share-house-sydney-waterloo-2017-P1370616,Waterloo,Sydney,500,False,1,Flatshare,2,2,1,03-06-2023
P1366383,/granny-flat-sydney-putney-2112-P1366383,Putney,Sydney,1000,True,1,Granny Flat for rent,1,1,0,03-06-2023
P1133629,/share-house-sydney-rosebery-2018-P1133629,Rosebery,Sydney,360,True,1,Share House,2,1,2,03-06-2023
P1361173,/share-house-sydney-toongabbie-2146-P1361173,Toongabbie,Sydney,250,False,2,Share House,4,2,3,03-06-2023
P1063571,/share-house-sydney-granville-2142-P1063571,Granville,Sydney,290,False,1,Flatshare,2,2,2,03-06-2023
P1370058,/share-house-sydney-marrickville-2204-P1370058,Marrickville,Sydney,300,True,1,Share House,3,2,1,03-06-2023
P1368702,/share-house-sydney-rouse-hill-2155-P1368702,Rouse Hill,Sydney,300,True,1,Flatshare,2,2,2,03-06-2023
P1370628,/share-house-sydney-hornsby-2077-P1370628,Hornsby,Sydney,270,True,1,Share House,3,2,3,03-06-2023
P1259256,/share-house-sydney-elizabeth-bay-2011-P1259256,Elizabeth Bay,Sydney,580,True,1,Flatshare,2,2,1,03-06-2023
P1332859,/1-bed-sydney-bondi-junction-2022-P1332859,Bondi Junction,Sydney,750,False,1,Bed for rent,1,1,0,03-06-2023
P1287612,/share-house-sydney-zetland-2017-P1287612,Zetland,Sydney,490,True,3,Share House,3,3,3,03-06-2023
P1366917,/student-accommodation-sydney-beaconsfield-2015-P1366917,Beaconsfield,Sydney,375,True,2,Student Accommodation,3,1,1,03-06-2023
P1220755,/share-house-sydney-pendle-hill-2145-P1220755,Pendle Hill,Sydney,230,True,1,Share House,6,2,5,03-06-2023
P1336170,/student-accommodation-sydney-miranda-2228-P1336170,Miranda,Sydney,330,True,1,Student Accommodation,2,2,1,03-06-2023
P955039,/share-house-sydney-penrith-2750-P955039,Penrith,Sydney,300,False,1,Flatshare,3,2,1,03-06-2023
P780586,/share-house-sydney-kareela-2232-P780586,Kareela,Sydney,275,False,1,Share House,4,2,1,03-06-2023
P1130698,/share-house-sydney-maroubra-2035-P1130698,Maroubra,Sydney,350,True,1,Share House,4,1,4,03-06-2023
