flatmates_id,url,suburb,city,price,price_includes_bills,rooms_available,house_type,bedroom_count,bathroom_count,people_count,date
P1250452,/share-house-sydney-parramatta-2150-P1250452,Parramatta,Sydney,270,False,1,Flatshare,5,2,5,29-10-2022
P437920,/studio-sydney-marsfield-2122-P437920,Marsfield,Sydney,410,True,1,Studio for rent,1,1,0,29-10-2022
P1215410,/student-accommodation-sydney-liverpool-2170-P1215410,Liverpool,Sydney,280,True,1,Student Accommodation,3,2,2,29-10-2022
P1065404,/share-house-sydney-rosebery-2018-P1065404,Rosebery,Sydney,290,False,1,Flatshare,2,2,1,29-10-2022
P1224260,/share-house-sydney-hurstville-2220-P1224260,Hurstville,Sydney,340,True,1,Flatshare,2,2,1,29-10-2022
P1257036,/share-house-sydney-woodcroft-2767-P1257036,Woodcroft,Sydney,185,True,1,Share House,4,1,3,29-10-2022
P1063033,/studio-sydney-2000-P1063033,Sydney,Sydney,595,False,1,Studio for rent,1,1,0,29-10-2022
P1195410,/share-house-sydney-seven-hills-2147-P1195410,Seven Hills,Sydney,220,False,1,Share House,3,2,3,29-10-2022
P1256856,/share-house-sydney-rockdale-2216-P1256856,Rockdale,Sydney,400,False,1,Share House,2,1,2,29-10-2022
P1164034,/share-house-sydney-bondi-junction-2022-P1164034,Bondi Junction,Sydney,580,True,1,Flatshare,3,2,3,29-10-2022
P1206111,/1-bed-sydney-surry-hills-2010-P1206111,Surry Hills,Sydney,650,True,1,Bed for rent,1,1,0,29-10-2022
P1247555,/share-house-sydney-north-ryde-2113-P1247555,North Ryde,Sydney,350,True,1,Flatshare,2,2,2,29-10-2022
P1250538,/share-house-sydney-pyrmont-2009-P1250538,Pyrmont,Sydney,825,True,2,Flatshare,3,3,3,29-10-2022
P1256139,/share-house-sydney-parramatta-2150-P1256139,Parramatta,Sydney,400,True,1,Flatshare,2,1,1,29-10-2022
P1067555,/share-house-sydney-harris-park-2150-P1067555,Harris Park,Sydney,225,True,1,Flatshare,2,1,2,29-10-2022
P1247120,/share-house-sydney-palm-beach-2108-P1247120,Palm Beach,Sydney,600,True,2,Share House,3,3,3,29-10-2022
P634054,/share-house-sydney-kellyville-2155-P634054,Kellyville,Sydney,250,True,1,Share House,5,3,4,29-10-2022
P1254901,/share-house-sydney-drummoyne-2047-P1254901,Drummoyne,Sydney,320,True,1,Flatshare,2,2,1,29-10-2022
P1196552,/share-house-sydney-epping-2121-P1196552,Epping,Sydney,220,True,1,Share House,2,1,1,29-10-2022
P1256969,/share-house-sydney-newtown-2042-P1256969,Newtown,Sydney,320,False,1,Share House,3,1,2,29-10-2022
P1256934,/share-house-sydney-ultimo-2007-P1256934,Ultimo,Sydney,300,True,7,Share House,6,2,7,29-10-2022
P1254799,/share-house-sydney-enmore-2042-P1254799,Enmore,Sydney,380,True,1,Share House,5,3,5,29-10-2022
P1147157,/studio-sydney-darlinghurst-2010-P1147157,Darlinghurst,Sydney,415,True,1,Studio for rent,1,1,0,29-10-2022
P1092102,/studio-sydney-paddington-2021-P1092102,Paddington,Sydney,350,True,1,Studio for rent,1,1,0,29-10-2022
P1160698,/share-house-sydney-ultimo-2007-P1160698,Ultimo,Sydney,400,True,1,Share House,6,4,5,29-10-2022
P1256939,/1-bed-sydney-sydney-olympic-park-2127-P1256939,Sydney Olympic Park,Sydney,550,True,1,Bed for rent,1,1,0,29-10-2022
P1255948,/share-house-sydney-newtown-2042-P1255948,Newtown,Sydney,275,True,1,Share House,2,1,2,29-10-2022
P1257010,/share-house-sydney-narrabeen-2101-P1257010,Narrabeen,Sydney,275,False,1,Flatshare,2,1,2,29-10-2022
P1256993,/share-house-sydney-south-windsor-2756-P1256993,South Windsor,Sydney,260,True,1,Flatshare,4,2,1,29-10-2022
P1096509,/share-house-sydney-parramatta-2150-P1096509,Parramatta,Sydney,300,True,1,Flatshare,2,2,2,29-10-2022
P965120,/share-house-sydney-coogee-2034-P965120,Coogee,Sydney,240,False,1,Flatshare,3,2,3,29-10-2022
P1256995,/whole-property-sydney-zetland-2017-P1256995,Zetland,Sydney,970,False,2,Whole Property for rent,2,2,0,29-10-2022
P1198649,/share-house-sydney-oran-park-2570-P1198649,Oran Park,Sydney,275,True,2,Share House,4,2,1,29-10-2022
P1228569,/share-house-sydney-stanhope-gardens-2768-P1228569,Stanhope Gardens,Sydney,120,False,1,Share House,4,3,4,29-10-2022
P1219247,/share-house-sydney-marsfield-2122-P1219247,Marsfield,Sydney,160,True,1,Share House,2,1,2,29-10-2022
P1160281,/granny-flat-sydney-wentworthville-2145-P1160281,Wentworthville,Sydney,230,False,1,Granny Flat for rent,1,1,0,29-10-2022
P1256725,/share-house-sydney-north-bondi-2026-P1256725,North Bondi,Sydney,575,False,3,Share House,5,3,5,29-10-2022
P1256983,/share-house-sydney-fairlight-2094-P1256983,Fairlight,Sydney,450,False,1,Flatshare,3,2,2,29-10-2022
P1253790,/share-house-sydney-kingsgrove-2208-P1253790,Kingsgrove,Sydney,250,True,1,Flatshare,2,2,2,29-10-2022
P969871,/share-house-sydney-campsie-2194-P969871,Campsie,Sydney,180,True,1,Flatshare,2,1,2,29-10-2022
P1256808,/share-house-sydney-rose-bay-2029-P1256808,Rose Bay,Sydney,600,True,1,Share House,2,2,2,29-10-2022
P1253695,/share-house-sydney-bondi-2026-P1253695,Bondi,Sydney,500,True,1,Flatshare,2,1,1,29-10-2022
P478156,/share-house-sydney-manly-2095-P478156,Manly,Sydney,370,False,1,Flatshare,2,1,1,29-10-2022
P1161159,/share-house-sydney-freshwater-2096-P1161159,Freshwater,Sydney,1200,True,1,Share House,3,1,1,29-10-2022
P393098,/share-house-sydney-petersham-2049-P393098,Petersham,Sydney,195,True,1,Flatshare,3,1,3,29-10-2022
P1151016,/granny-flat-sydney-epping-2121-P1151016,Epping,Sydney,400,True,1,Granny Flat for rent,1,1,0,29-10-2022
P1147101,/granny-flat-sydney-epping-2121-P1147101,Epping,Sydney,500,True,2,Granny Flat for rent,2,1,0,29-10-2022
