flatmates_id,url,suburb,city,price,price_includes_bills,rooms_available,house_type,bedroom_count,bathroom_count,people_count,date
P1351234,/share-house-sydney-melrose-park-2114-P1351234,Melrose Park,Sydney,280,True,1,Flatshare,3,2,3,06-01-2024
P1419431,/share-house-sydney-marrickville-2204-P1419431,Marrickville,Sydney,350,True,1,Flatshare,2,1,1,06-01-2024
P1059590,/share-house-sydney-parramatta-2150-P1059590,Parramatta,Sydney,300,True,1,Share House,4,1,3,06-01-2024
P1048026,/studio-sydney-marsfield-2122-P1048026,Marsfield,Sydney,560,True,1,Studio for rent,1,1,0,06-01-2024
P1483456,/share-house-sydney-coogee-2034-P1483456,Coogee,Sydney,550,False,1,Share House,3,2,3,06-01-2024
P1466703,/share-house-sydney-castle-hill-2154-P1466703,Castle Hill,Sydney,385,True,2,Flatshare,4,2,3,06-01-2024
P1453998,/share-house-sydney-rhodes-2138-P1453998,Rhodes,Sydney,400,False,1,Flatshare,3,2,3,06-01-2024
P1484175,/share-house-sydney-rozelle-2039-P1484175,Rozelle,Sydney,340,False,1,Flatshare,2,1,2,06-01-2024
P1484120,/share-house-sydney-wentworthville-2145-P1484120,Wentworthville,Sydney,310,True,3,Flatshare,3,2,3,06-01-2024
P1472463,/share-house-sydney-kirrawee-2232-P1472463,Kirrawee,Sydney,335,True,1,Flatshare,2,2,2,06-01-2024
P1477337,/share-house-sydney-homebush-2140-P1477337,Homebush,Sydney,350,True,1,Flatshare,2,1,2,06-01-2024
P1067555,/share-house-sydney-harris-park-2150-P1067555,Harris Park,Sydney,270,False,1,Flatshare,2,1,2,06-01-2024
P1426223,/share-house-sydney-north-rocks-2151-P1426223,North Rocks,Sydney,300,True,1,Share House,3,1,3,06-01-2024
P1235857,/share-house-sydney-newtown-2042-P1235857,Newtown,Sydney,345,True,2,Share House,6,2,6,06-01-2024
P854661,/share-house-sydney-hornsby-2077-P854661,Hornsby,Sydney,220,True,1,Share House,6,3,7,06-01-2024
P1483625,/share-house-sydney-oakhurst-2761-P1483625,Oakhurst,Sydney,250,True,1,Share House,5,4,4,06-01-2024
