flatmates_id,url,suburb,city,price,price_includes_bills,rooms_available,house_type,bedroom_count,bathroom_count,people_count,date
P1162446,/share-house-sydney-maroubra-2035-P1162446,Maroubra,Sydney,420,False,1,Flatshare,2,2,2,14-10-2023
P1441036,/share-house-sydney-marrickville-2204-P1441036,Marrickville,Sydney,350,True,2,Share House,5,2,5,14-10-2023
P1351234,/share-house-sydney-melrose-park-2114-P1351234,Melrose Park,Sydney,250,True,1,Flatshare,3,2,3,14-10-2023
P954166,/share-house-sydney-north-ryde-2113-P954166,North Ryde,Sydney,490,False,2,Flatshare,2,2,2,14-10-2023
P1441026,/homestay-sydney-hornsby-2077-P1441026,Hornsby,Sydney,280,False,1,Homestay,2,2,1,14-10-2023
P1200275,/share-house-sydney-seaforth-2092-P1200275,Seaforth,Sydney,400,True,1,Share House,5,4,3,14-10-2023
P1441031,/share-house-sydney-surry-hills-2010-P1441031,Surry Hills,Sydney,385,True,1,Share House,5,2,5,14-10-2023
P1441020,/whole-property-sydney-west-ryde-2114-P1441020,West Ryde,Sydney,320,False,3,Whole Property for rent,3,2,0,14-10-2023
P1434533,/share-house-sydney-surry-hills-2010-P1434533,Surry Hills,Sydney,300,True,1,Share House,4,1,4,14-10-2023
P1223389,/share-house-sydney-parramatta-2150-P1223389,Parramatta,Sydney,350,True,1,Share House,3,3,4,14-10-2023
P1431380,/student-accommodation-sydney-west-ryde-2114-P1431380,West Ryde,Sydney,270,True,1,Student Accommodation,2,1,2,14-10-2023
P1342278,/share-house-sydney-canley-heights-2166-P1342278,Canley Heights,Sydney,240,True,1,Share House,3,1,2,14-10-2023
P1329462,/share-house-sydney-ryde-2112-P1329462,Ryde,Sydney,400,True,2,Flatshare,2,1,2,14-10-2023
P1438071,/share-house-sydney-epping-2121-P1438071,Epping,Sydney,350,False,1,Flatshare,2,2,2,14-10-2023
P794435,/share-house-sydney-chatswood-2067-P794435,Chatswood,Sydney,500,True,1,Share House,6,3,7,14-10-2023
P1436311,/share-house-sydney-forest-lodge-2037-P1436311,Forest Lodge,Sydney,450,True,1,Share House,6,4,7,14-10-2023
P1435001,/share-house-sydney-mcmahons-point-2060-P1435001,McMahons Point,Sydney,500,True,1,Share House,6,4,7,14-10-2023
P1123626,/share-house-sydney-surry-hills-2010-P1123626,Surry Hills,Sydney,450,True,1,Flatshare,6,2,7,14-10-2023
P1016131,/share-house-sydney-glebe-2037-P1016131,Glebe,Sydney,500,True,2,Flatshare,6,4,7,14-10-2023
P1419612,/share-house-sydney-glebe-2037-P1419612,Glebe,Sydney,450,True,1,Share House,6,4,7,14-10-2023
P1397475,/share-house-sydney-glebe-2037-P1397475,Glebe,Sydney,550,True,1,Share House,6,4,7,14-10-2023
P1441009,/share-house-sydney-potts-point-2011-P1441009,Potts Point,Sydney,375,True,3,Flatshare,2,2,3,14-10-2023
P1302062,/share-house-sydney-parramatta-2150-P1302062,Parramatta,Sydney,325,False,1,Flatshare,2,1,1,14-10-2023
P1436016,/share-house-sydney-campsie-2194-P1436016,Campsie,Sydney,280,True,1,Flatshare,2,1,2,14-10-2023
P672010,/share-house-sydney-rhodes-2138-P672010,Rhodes,Sydney,410,False,1,Flatshare,2,2,1,14-10-2023
P1428767,/share-house-sydney-mount-annan-2567-P1428767,Mount Annan,Sydney,270,True,1,Share House,3,1,3,14-10-2023
P1441007,/share-house-sydney-hurstville-2220-P1441007,Hurstville,Sydney,420,True,1,Flatshare,2,2,1,14-10-2023
P1439937,/share-house-sydney-pyrmont-2009-P1439937,Pyrmont,Sydney,450,False,1,Flatshare,2,2,3,14-10-2023
P1438520,/share-house-sydney-paddington-2021-P1438520,Paddington,Sydney,450,False,1,Share House,4,2,5,14-10-2023
P1165754,/share-house-sydney-parramatta-2150-P1165754,Parramatta,Sydney,375,False,1,Flatshare,2,1,2,14-10-2023
P1437118,/share-house-sydney-gables-2765-P1437118,Gables,Sydney,250,True,1,Share House,4,3,4,14-10-2023
P1353860,/share-house-sydney-ryde-2112-P1353860,Ryde,Sydney,350,False,1,Flatshare,2,1,1,14-10-2023
P595622,/share-house-sydney-ashfield-2131-P595622,Ashfield,Sydney,490,True,1,Flatshare,3,2,3,14-10-2023
P1400378,/share-house-sydney-glebe-2037-P1400378,Glebe,Sydney,600,False,1,Flatshare,2,2,1,14-10-2023
P1426949,/share-house-sydney-miranda-2228-P1426949,Miranda,Sydney,275,False,1,Flatshare,2,1,1,14-10-2023
P1429797,/student-accommodation-sydney-woolloomooloo-2011-P1429797,Woolloomooloo,Sydney,300,False,1,Student Accommodation,1,1,4,14-10-2023
P1398233,/share-house-sydney-strathfield-2135-P1398233,Strathfield,Sydney,350,True,2,Flatshare,3,2,2,14-10-2023
P1329348,/share-house-sydney-chippendale-2008-P1329348,Chippendale,Sydney,425,True,1,Flatshare,3,2,4,14-10-2023
P1355219,/whole-property-sydney-paddington-2021-P1355219,Paddington,Sydney,600,True,2,Whole Property for rent,2,3,0,14-10-2023
P1440976,/share-house-sydney-rosebery-2018-P1440976,Rosebery,Sydney,500,False,1,Flatshare,2,2,1,14-10-2023
P1430832,/share-house-sydney-blakehurst-2221-P1430832,Blakehurst,Sydney,340,False,1,Share House,4,3,3,14-10-2023
P1181100,/share-house-sydney-west-hoxton-2171-P1181100,West Hoxton,Sydney,300,True,1,Share House,4,3,3,14-10-2023
P1440981,/student-accommodation-sydney-ultimo-2007-P1440981,Ultimo,Sydney,429,True,1,Student Accommodation,2,1,2,14-10-2023
P796090,/share-house-sydney-gladesville-2111-P796090,Gladesville,Sydney,270,True,1,Share House,4,3,3,14-10-2023
